number_series,answer,obfuscation
"512, 256, 256, 384, 768, ?",1920,"e4da3b7fbbce2345d7772b0674a318d5 c4ca4238a0b923820dcc509a6f75849b c81e728d9d4c2f636f067f89cc14862c, c81e728d9d4c2f636f067f89cc14862c e4da3b7fbbce2345d7772b0674a318d5 1679091c5a880faf6fb5e6087eb1b2dc, c81e728d9d4c2f636f067f89cc14862c e4da3b7fbbce2345d7772b0674a318d5 1679091c5a880faf6fb5e6087eb1b2dc, 384, 8f14e45fceea167a5a36dedd4bea2543 1679091c5a880faf6fb5e6087eb1b2dc c9f0f895fb98ab9159f51fd0297e236d, ?"
"0, 2, 28, 93, 217, ?",434,"cfcd208495d565ef66e7dff9f98764da, c81e728d9d4c2f636f067f89cc14862c, c81e728d9d4c2f636f067f89cc14862c c9f0f895fb98ab9159f51fd0297e236d, 93, c81e728d9d4c2f636f067f89cc14862c c4ca4238a0b923820dcc509a6f75849b 8f14e45fceea167a5a36dedd4bea2543, ?"
"125, 126, 130, 139, 155, 180, ?",216,"c4ca4238a0b923820dcc509a6f75849b c81e728d9d4c2f636f067f89cc14862c e4da3b7fbbce2345d7772b0674a318d5, c4ca4238a0b923820dcc509a6f75849b c81e728d9d4c2f636f067f89cc14862c 1679091c5a880faf6fb5e6087eb1b2dc, 130, c4ca4238a0b923820dcc509a6f75849b eccbc87e4b5ce2fe28308fd9f2a7baf3 45c48cce2e2d7fbdea1afc51c7c6ad26, c4ca4238a0b923820dcc509a6f75849b e4da3b7fbbce2345d7772b0674a318d5 e4da3b7fbbce2345d7772b0674a318d5, 180, ?"
"1331, 1431, 1631, 1931, 2331, ?",2831,"c4ca4238a0b923820dcc509a6f75849b eccbc87e4b5ce2fe28308fd9f2a7baf3 eccbc87e4b5ce2fe28308fd9f2a7baf3 c4ca4238a0b923820dcc509a6f75849b, 1431, c4ca4238a0b923820dcc509a6f75849b 1679091c5a880faf6fb5e6087eb1b2dc eccbc87e4b5ce2fe28308fd9f2a7baf3 c4ca4238a0b923820dcc509a6f75849b, c4ca4238a0b923820dcc509a6f75849b 45c48cce2e2d7fbdea1afc51c7c6ad26 eccbc87e4b5ce2fe28308fd9f2a7baf3 c4ca4238a0b923820dcc509a6f75849b, c81e728d9d4c2f636f067f89cc14862c eccbc87e4b5ce2fe28308fd9f2a7baf3 eccbc87e4b5ce2fe28308fd9f2a7baf3 c4ca4238a0b923820dcc509a6f75849b, ?"
"7, 27, 93, 301, 915, 2775, 8361",301,"8f14e45fceea167a5a36dedd4bea2543, c81e728d9d4c2f636f067f89cc14862c 8f14e45fceea167a5a36dedd4bea2543, 45c48cce2e2d7fbdea1afc51c7c6ad26 eccbc87e4b5ce2fe28308fd9f2a7baf3, eccbc87e4b5ce2fe28308fd9f2a7baf3 cfcd208495d565ef66e7dff9f98764da c4ca4238a0b923820dcc509a6f75849b, 915, 2775, 8361"
"201, 196, 181, 146, 121, 76, 21",146,"c81e728d9d4c2f636f067f89cc14862c cfcd208495d565ef66e7dff9f98764da c4ca4238a0b923820dcc509a6f75849b, c4ca4238a0b923820dcc509a6f75849b 45c48cce2e2d7fbdea1afc51c7c6ad26 1679091c5a880faf6fb5e6087eb1b2dc, 181, c4ca4238a0b923820dcc509a6f75849b a87ff679a2f3e71d9181a67b7542122c 1679091c5a880faf6fb5e6087eb1b2dc, 121, 76, c81e728d9d4c2f636f067f89cc14862c c4ca4238a0b923820dcc509a6f75849b"
"8, 37, 229, 1841, 18421, 231065",231065,"8, eccbc87e4b5ce2fe28308fd9f2a7baf3 8f14e45fceea167a5a36dedd4bea2543, c81e728d9d4c2f636f067f89cc14862c c81e728d9d4c2f636f067f89cc14862c 45c48cce2e2d7fbdea1afc51c7c6ad26, c4ca4238a0b923820dcc509a6f75849b c9f0f895fb98ab9159f51fd0297e236d a87ff679a2f3e71d9181a67b7542122c c4ca4238a0b923820dcc509a6f75849b, 18421, c81e728d9d4c2f636f067f89cc14862c eccbc87e4b5ce2fe28308fd9f2a7baf3 c4ca4238a0b923820dcc509a6f75849b cfcd208495d565ef66e7dff9f98764da 1679091c5a880faf6fb5e6087eb1b2dc e4da3b7fbbce2345d7772b0674a318d5"
"0, 10, 34, 82, 148, 250",82,"cfcd208495d565ef66e7dff9f98764da, c4ca4238a0b923820dcc509a6f75849b cfcd208495d565ef66e7dff9f98764da, eccbc87e4b5ce2fe28308fd9f2a7baf3 a87ff679a2f3e71d9181a67b7542122c, 82, 148, c81e728d9d4c2f636f067f89cc14862c e4da3b7fbbce2345d7772b0674a318d5 cfcd208495d565ef66e7dff9f98764da"
"1, 0, 6, -3, 40, 100",100,"1, cfcd208495d565ef66e7dff9f98764da, 1679091c5a880faf6fb5e6087eb1b2dc, -3, a87ff679a2f3e71d9181a67b7542122c cfcd208495d565ef66e7dff9f98764da, c4ca4238a0b923820dcc509a6f75849b cfcd208495d565ef66e7dff9f98764da cfcd208495d565ef66e7dff9f98764da"
"144, 361, 703, 1215, 1944, 2944",361,"c4ca4238a0b923820dcc509a6f75849b a87ff679a2f3e71d9181a67b7542122c a87ff679a2f3e71d9181a67b7542122c, 361, 8f14e45fceea167a5a36dedd4bea2543 cfcd208495d565ef66e7dff9f98764da eccbc87e4b5ce2fe28308fd9f2a7baf3, c4ca4238a0b923820dcc509a6f75849b c81e728d9d4c2f636f067f89cc14862c c4ca4238a0b923820dcc509a6f75849b e4da3b7fbbce2345d7772b0674a318d5, c4ca4238a0b923820dcc509a6f75849b 45c48cce2e2d7fbdea1afc51c7c6ad26 a87ff679a2f3e71d9181a67b7542122c a87ff679a2f3e71d9181a67b7542122c, 2944"
"24, 32, 42, 56, 78, 104",78,"c81e728d9d4c2f636f067f89cc14862c a87ff679a2f3e71d9181a67b7542122c, 32, a87ff679a2f3e71d9181a67b7542122c c81e728d9d4c2f636f067f89cc14862c, e4da3b7fbbce2345d7772b0674a318d5 1679091c5a880faf6fb5e6087eb1b2dc, 8f14e45fceea167a5a36dedd4bea2543 c9f0f895fb98ab9159f51fd0297e236d, 104"
"40, 37, 45, 30, 54, 20",20,"a87ff679a2f3e71d9181a67b7542122c cfcd208495d565ef66e7dff9f98764da, eccbc87e4b5ce2fe28308fd9f2a7baf3 8f14e45fceea167a5a36dedd4bea2543, a87ff679a2f3e71d9181a67b7542122c e4da3b7fbbce2345d7772b0674a318d5, 30, e4da3b7fbbce2345d7772b0674a318d5 a87ff679a2f3e71d9181a67b7542122c, 20"
"86, 87, 92, 98, 106",87,"c9f0f895fb98ab9159f51fd0297e236d 1679091c5a880faf6fb5e6087eb1b2dc, c9f0f895fb98ab9159f51fd0297e236d 8f14e45fceea167a5a36dedd4bea2543, 45c48cce2e2d7fbdea1afc51c7c6ad26 c81e728d9d4c2f636f067f89cc14862c, 45c48cce2e2d7fbdea1afc51c7c6ad26 c9f0f895fb98ab9159f51fd0297e236d, 106"
"625, 663, 755, 745, 863, 835",863,"625, 663, 8f14e45fceea167a5a36dedd4bea2543 e4da3b7fbbce2345d7772b0674a318d5 e4da3b7fbbce2345d7772b0674a318d5, 8f14e45fceea167a5a36dedd4bea2543 a87ff679a2f3e71d9181a67b7542122c e4da3b7fbbce2345d7772b0674a318d5, c9f0f895fb98ab9159f51fd0297e236d 1679091c5a880faf6fb5e6087eb1b2dc eccbc87e4b5ce2fe28308fd9f2a7baf3, c9f0f895fb98ab9159f51fd0297e236d eccbc87e4b5ce2fe28308fd9f2a7baf3 e4da3b7fbbce2345d7772b0674a318d5"
"2, 4, 10, 34, 152, 874",152,"c81e728d9d4c2f636f067f89cc14862c, 4, c4ca4238a0b923820dcc509a6f75849b cfcd208495d565ef66e7dff9f98764da, eccbc87e4b5ce2fe28308fd9f2a7baf3 a87ff679a2f3e71d9181a67b7542122c, c4ca4238a0b923820dcc509a6f75849b e4da3b7fbbce2345d7772b0674a318d5 c81e728d9d4c2f636f067f89cc14862c, 874"
"40, 45, 135, 442.5, 1285, 3837.5",135,"a87ff679a2f3e71d9181a67b7542122c cfcd208495d565ef66e7dff9f98764da, a87ff679a2f3e71d9181a67b7542122c e4da3b7fbbce2345d7772b0674a318d5, c4ca4238a0b923820dcc509a6f75849b eccbc87e4b5ce2fe28308fd9f2a7baf3 e4da3b7fbbce2345d7772b0674a318d5, 442.5, c4ca4238a0b923820dcc509a6f75849b c81e728d9d4c2f636f067f89cc14862c c9f0f895fb98ab9159f51fd0297e236d e4da3b7fbbce2345d7772b0674a318d5, 3837.5"
"2, 11, 32, 71, 134, 229",229,"c81e728d9d4c2f636f067f89cc14862c, c4ca4238a0b923820dcc509a6f75849b c4ca4238a0b923820dcc509a6f75849b, eccbc87e4b5ce2fe28308fd9f2a7baf3 c81e728d9d4c2f636f067f89cc14862c, 71, c4ca4238a0b923820dcc509a6f75849b eccbc87e4b5ce2fe28308fd9f2a7baf3 a87ff679a2f3e71d9181a67b7542122c, 229"
"732, 744, 758, 780, 795, 816",758,"8f14e45fceea167a5a36dedd4bea2543 eccbc87e4b5ce2fe28308fd9f2a7baf3 c81e728d9d4c2f636f067f89cc14862c, 8f14e45fceea167a5a36dedd4bea2543 a87ff679a2f3e71d9181a67b7542122c a87ff679a2f3e71d9181a67b7542122c, 758, 8f14e45fceea167a5a36dedd4bea2543 c9f0f895fb98ab9159f51fd0297e236d cfcd208495d565ef66e7dff9f98764da, 795, c9f0f895fb98ab9159f51fd0297e236d c4ca4238a0b923820dcc509a6f75849b 1679091c5a880faf6fb5e6087eb1b2dc"
"7, 14, 32, 60, 132, 186",132,"8f14e45fceea167a5a36dedd4bea2543, 14, eccbc87e4b5ce2fe28308fd9f2a7baf3 c81e728d9d4c2f636f067f89cc14862c, 1679091c5a880faf6fb5e6087eb1b2dc cfcd208495d565ef66e7dff9f98764da, 132, c4ca4238a0b923820dcc509a6f75849b c9f0f895fb98ab9159f51fd0297e236d 1679091c5a880faf6fb5e6087eb1b2dc"
"19, 32, 48, 71, 99, 134",48,"c4ca4238a0b923820dcc509a6f75849b 45c48cce2e2d7fbdea1afc51c7c6ad26, 32, a87ff679a2f3e71d9181a67b7542122c c9f0f895fb98ab9159f51fd0297e236d, 8f14e45fceea167a5a36dedd4bea2543 c4ca4238a0b923820dcc509a6f75849b, 99, c4ca4238a0b923820dcc509a6f75849b eccbc87e4b5ce2fe28308fd9f2a7baf3 a87ff679a2f3e71d9181a67b7542122c"
"-4, 16, -12, 32, -20, 96",32,"-4, c4ca4238a0b923820dcc509a6f75849b 1679091c5a880faf6fb5e6087eb1b2dc, -12, eccbc87e4b5ce2fe28308fd9f2a7baf3 c81e728d9d4c2f636f067f89cc14862c, -20, 45c48cce2e2d7fbdea1afc51c7c6ad26 1679091c5a880faf6fb5e6087eb1b2dc"
"3, 14, 39, 80, 155, 258",258,"3, c4ca4238a0b923820dcc509a6f75849b a87ff679a2f3e71d9181a67b7542122c, eccbc87e4b5ce2fe28308fd9f2a7baf3 45c48cce2e2d7fbdea1afc51c7c6ad26, c9f0f895fb98ab9159f51fd0297e236d cfcd208495d565ef66e7dff9f98764da, c4ca4238a0b923820dcc509a6f75849b e4da3b7fbbce2345d7772b0674a318d5 e4da3b7fbbce2345d7772b0674a318d5, c81e728d9d4c2f636f067f89cc14862c e4da3b7fbbce2345d7772b0674a318d5 c9f0f895fb98ab9159f51fd0297e236d"
"6, 12, 24, 42, 66, 95",95,"6, c4ca4238a0b923820dcc509a6f75849b c81e728d9d4c2f636f067f89cc14862c, c81e728d9d4c2f636f067f89cc14862c a87ff679a2f3e71d9181a67b7542122c, a87ff679a2f3e71d9181a67b7542122c c81e728d9d4c2f636f067f89cc14862c, 1679091c5a880faf6fb5e6087eb1b2dc 1679091c5a880faf6fb5e6087eb1b2dc, 45c48cce2e2d7fbdea1afc51c7c6ad26 e4da3b7fbbce2345d7772b0674a318d5"
"121, 145, 171, 199, 229, 264",264,"c4ca4238a0b923820dcc509a6f75849b c81e728d9d4c2f636f067f89cc14862c c4ca4238a0b923820dcc509a6f75849b, c4ca4238a0b923820dcc509a6f75849b a87ff679a2f3e71d9181a67b7542122c e4da3b7fbbce2345d7772b0674a318d5, c4ca4238a0b923820dcc509a6f75849b 8f14e45fceea167a5a36dedd4bea2543 c4ca4238a0b923820dcc509a6f75849b, 199, c81e728d9d4c2f636f067f89cc14862c c81e728d9d4c2f636f067f89cc14862c 45c48cce2e2d7fbdea1afc51c7c6ad26, c81e728d9d4c2f636f067f89cc14862c 1679091c5a880faf6fb5e6087eb1b2dc a87ff679a2f3e71d9181a67b7542122c"
"60, 90, 180, 450, 1360, 4725",1360,"60, 45c48cce2e2d7fbdea1afc51c7c6ad26 cfcd208495d565ef66e7dff9f98764da, c4ca4238a0b923820dcc509a6f75849b c9f0f895fb98ab9159f51fd0297e236d cfcd208495d565ef66e7dff9f98764da, a87ff679a2f3e71d9181a67b7542122c e4da3b7fbbce2345d7772b0674a318d5 cfcd208495d565ef66e7dff9f98764da, c4ca4238a0b923820dcc509a6f75849b eccbc87e4b5ce2fe28308fd9f2a7baf3 1679091c5a880faf6fb5e6087eb1b2dc cfcd208495d565ef66e7dff9f98764da, a87ff679a2f3e71d9181a67b7542122c 8f14e45fceea167a5a36dedd4bea2543 c81e728d9d4c2f636f067f89cc14862c e4da3b7fbbce2345d7772b0674a318d5"
"1, 6, 19, 40, 69, 107",107,"c4ca4238a0b923820dcc509a6f75849b, 6, c4ca4238a0b923820dcc509a6f75849b 45c48cce2e2d7fbdea1afc51c7c6ad26, a87ff679a2f3e71d9181a67b7542122c cfcd208495d565ef66e7dff9f98764da, 1679091c5a880faf6fb5e6087eb1b2dc 45c48cce2e2d7fbdea1afc51c7c6ad26, c4ca4238a0b923820dcc509a6f75849b cfcd208495d565ef66e7dff9f98764da 8f14e45fceea167a5a36dedd4bea2543"
"5, 10, 30, 150, 600, 3600",150,"e4da3b7fbbce2345d7772b0674a318d5, c4ca4238a0b923820dcc509a6f75849b cfcd208495d565ef66e7dff9f98764da, eccbc87e4b5ce2fe28308fd9f2a7baf3 cfcd208495d565ef66e7dff9f98764da, c4ca4238a0b923820dcc509a6f75849b e4da3b7fbbce2345d7772b0674a318d5 cfcd208495d565ef66e7dff9f98764da, 1679091c5a880faf6fb5e6087eb1b2dc cfcd208495d565ef66e7dff9f98764da cfcd208495d565ef66e7dff9f98764da, 3600"
"25, 55, 115, 235, 480, 955",480,"c81e728d9d4c2f636f067f89cc14862c e4da3b7fbbce2345d7772b0674a318d5, 55, c4ca4238a0b923820dcc509a6f75849b c4ca4238a0b923820dcc509a6f75849b e4da3b7fbbce2345d7772b0674a318d5, c81e728d9d4c2f636f067f89cc14862c eccbc87e4b5ce2fe28308fd9f2a7baf3 e4da3b7fbbce2345d7772b0674a318d5, a87ff679a2f3e71d9181a67b7542122c c9f0f895fb98ab9159f51fd0297e236d cfcd208495d565ef66e7dff9f98764da, 45c48cce2e2d7fbdea1afc51c7c6ad26 e4da3b7fbbce2345d7772b0674a318d5 e4da3b7fbbce2345d7772b0674a318d5"
"1, 122, 291, 516, 806, 1166",806,"c4ca4238a0b923820dcc509a6f75849b, c4ca4238a0b923820dcc509a6f75849b c81e728d9d4c2f636f067f89cc14862c c81e728d9d4c2f636f067f89cc14862c, c81e728d9d4c2f636f067f89cc14862c 45c48cce2e2d7fbdea1afc51c7c6ad26 c4ca4238a0b923820dcc509a6f75849b, 516, c9f0f895fb98ab9159f51fd0297e236d cfcd208495d565ef66e7dff9f98764da 1679091c5a880faf6fb5e6087eb1b2dc, c4ca4238a0b923820dcc509a6f75849b c4ca4238a0b923820dcc509a6f75849b 1679091c5a880faf6fb5e6087eb1b2dc 1679091c5a880faf6fb5e6087eb1b2dc"
"225, 236, 260, 301, 355, 430",301,"c81e728d9d4c2f636f067f89cc14862c c81e728d9d4c2f636f067f89cc14862c e4da3b7fbbce2345d7772b0674a318d5, c81e728d9d4c2f636f067f89cc14862c eccbc87e4b5ce2fe28308fd9f2a7baf3 1679091c5a880faf6fb5e6087eb1b2dc, 260, eccbc87e4b5ce2fe28308fd9f2a7baf3 cfcd208495d565ef66e7dff9f98764da c4ca4238a0b923820dcc509a6f75849b, eccbc87e4b5ce2fe28308fd9f2a7baf3 e4da3b7fbbce2345d7772b0674a318d5 e4da3b7fbbce2345d7772b0674a318d5, a87ff679a2f3e71d9181a67b7542122c eccbc87e4b5ce2fe28308fd9f2a7baf3 cfcd208495d565ef66e7dff9f98764da"
"26, 58, 127, 264, 625, 1016",625,"26, e4da3b7fbbce2345d7772b0674a318d5 c9f0f895fb98ab9159f51fd0297e236d, c4ca4238a0b923820dcc509a6f75849b c81e728d9d4c2f636f067f89cc14862c 8f14e45fceea167a5a36dedd4bea2543, c81e728d9d4c2f636f067f89cc14862c 1679091c5a880faf6fb5e6087eb1b2dc a87ff679a2f3e71d9181a67b7542122c, 1679091c5a880faf6fb5e6087eb1b2dc c81e728d9d4c2f636f067f89cc14862c e4da3b7fbbce2345d7772b0674a318d5, c4ca4238a0b923820dcc509a6f75849b cfcd208495d565ef66e7dff9f98764da c4ca4238a0b923820dcc509a6f75849b 1679091c5a880faf6fb5e6087eb1b2dc"
"110, 166, 136, 240, 170, 333",333,"c4ca4238a0b923820dcc509a6f75849b c4ca4238a0b923820dcc509a6f75849b cfcd208495d565ef66e7dff9f98764da, c4ca4238a0b923820dcc509a6f75849b 1679091c5a880faf6fb5e6087eb1b2dc 1679091c5a880faf6fb5e6087eb1b2dc, c4ca4238a0b923820dcc509a6f75849b eccbc87e4b5ce2fe28308fd9f2a7baf3 1679091c5a880faf6fb5e6087eb1b2dc, c81e728d9d4c2f636f067f89cc14862c a87ff679a2f3e71d9181a67b7542122c cfcd208495d565ef66e7dff9f98764da, 170, eccbc87e4b5ce2fe28308fd9f2a7baf3 eccbc87e4b5ce2fe28308fd9f2a7baf3 eccbc87e4b5ce2fe28308fd9f2a7baf3"
"25, 37.5, 62.5, 100, 162.5, 212.5",162.5,"c81e728d9d4c2f636f067f89cc14862c e4da3b7fbbce2345d7772b0674a318d5, 37.5, 62.5, c4ca4238a0b923820dcc509a6f75849b cfcd208495d565ef66e7dff9f98764da cfcd208495d565ef66e7dff9f98764da, 162.5, 212.5"
"7, 6, 3, -6, ?, -114",-33,"8f14e45fceea167a5a36dedd4bea2543, 1679091c5a880faf6fb5e6087eb1b2dc, eccbc87e4b5ce2fe28308fd9f2a7baf3, -6, ?, -114"
"6, 42, 164, 450, 1002, ?",1936,"1679091c5a880faf6fb5e6087eb1b2dc, a87ff679a2f3e71d9181a67b7542122c c81e728d9d4c2f636f067f89cc14862c, c4ca4238a0b923820dcc509a6f75849b 1679091c5a880faf6fb5e6087eb1b2dc a87ff679a2f3e71d9181a67b7542122c, a87ff679a2f3e71d9181a67b7542122c e4da3b7fbbce2345d7772b0674a318d5 cfcd208495d565ef66e7dff9f98764da, c4ca4238a0b923820dcc509a6f75849b cfcd208495d565ef66e7dff9f98764da cfcd208495d565ef66e7dff9f98764da c81e728d9d4c2f636f067f89cc14862c, ?"
"8, 14, 23, 36.5, ?, 87.125",49.75,"c9f0f895fb98ab9159f51fd0297e236d, c4ca4238a0b923820dcc509a6f75849b a87ff679a2f3e71d9181a67b7542122c, c81e728d9d4c2f636f067f89cc14862c eccbc87e4b5ce2fe28308fd9f2a7baf3, 36.5, ?, 87.125"
"3, 7, 15, 31, ?, 127",53,"eccbc87e4b5ce2fe28308fd9f2a7baf3, 8f14e45fceea167a5a36dedd4bea2543, c4ca4238a0b923820dcc509a6f75849b e4da3b7fbbce2345d7772b0674a318d5, eccbc87e4b5ce2fe28308fd9f2a7baf3 c4ca4238a0b923820dcc509a6f75849b, ?, c4ca4238a0b923820dcc509a6f75849b c81e728d9d4c2f636f067f89cc14862c 8f14e45fceea167a5a36dedd4bea2543"
"2, 36, 150, 392, 810, ?, 2366",1728,"c81e728d9d4c2f636f067f89cc14862c, eccbc87e4b5ce2fe28308fd9f2a7baf3 1679091c5a880faf6fb5e6087eb1b2dc, 150, eccbc87e4b5ce2fe28308fd9f2a7baf3 45c48cce2e2d7fbdea1afc51c7c6ad26 c81e728d9d4c2f636f067f89cc14862c, c9f0f895fb98ab9159f51fd0297e236d c4ca4238a0b923820dcc509a6f75849b cfcd208495d565ef66e7dff9f98764da, ?, c81e728d9d4c2f636f067f89cc14862c eccbc87e4b5ce2fe28308fd9f2a7baf3 1679091c5a880faf6fb5e6087eb1b2dc 1679091c5a880faf6fb5e6087eb1b2dc"
"88, 115, 144, 175, 208, ?",234,"c9f0f895fb98ab9159f51fd0297e236d c9f0f895fb98ab9159f51fd0297e236d, c4ca4238a0b923820dcc509a6f75849b c4ca4238a0b923820dcc509a6f75849b e4da3b7fbbce2345d7772b0674a318d5, c4ca4238a0b923820dcc509a6f75849b a87ff679a2f3e71d9181a67b7542122c a87ff679a2f3e71d9181a67b7542122c, c4ca4238a0b923820dcc509a6f75849b 8f14e45fceea167a5a36dedd4bea2543 e4da3b7fbbce2345d7772b0674a318d5, c81e728d9d4c2f636f067f89cc14862c cfcd208495d565ef66e7dff9f98764da c9f0f895fb98ab9159f51fd0297e236d, ?"
"448, 294, 180, 100, 48, 18, ?",8,"a87ff679a2f3e71d9181a67b7542122c a87ff679a2f3e71d9181a67b7542122c c9f0f895fb98ab9159f51fd0297e236d, c81e728d9d4c2f636f067f89cc14862c 45c48cce2e2d7fbdea1afc51c7c6ad26 a87ff679a2f3e71d9181a67b7542122c, 180, c4ca4238a0b923820dcc509a6f75849b cfcd208495d565ef66e7dff9f98764da cfcd208495d565ef66e7dff9f98764da, a87ff679a2f3e71d9181a67b7542122c c9f0f895fb98ab9159f51fd0297e236d, c4ca4238a0b923820dcc509a6f75849b c9f0f895fb98ab9159f51fd0297e236d, ?"
"2, 14, 42, 92, 170, ?",285,"c81e728d9d4c2f636f067f89cc14862c, c4ca4238a0b923820dcc509a6f75849b a87ff679a2f3e71d9181a67b7542122c, a87ff679a2f3e71d9181a67b7542122c c81e728d9d4c2f636f067f89cc14862c, 45c48cce2e2d7fbdea1afc51c7c6ad26 c81e728d9d4c2f636f067f89cc14862c, c4ca4238a0b923820dcc509a6f75849b 8f14e45fceea167a5a36dedd4bea2543 cfcd208495d565ef66e7dff9f98764da, ?"
"5, 20, 320, 1280, 20480, ?",81920,"e4da3b7fbbce2345d7772b0674a318d5, c81e728d9d4c2f636f067f89cc14862c cfcd208495d565ef66e7dff9f98764da, eccbc87e4b5ce2fe28308fd9f2a7baf3 c81e728d9d4c2f636f067f89cc14862c cfcd208495d565ef66e7dff9f98764da, c4ca4238a0b923820dcc509a6f75849b c81e728d9d4c2f636f067f89cc14862c c9f0f895fb98ab9159f51fd0297e236d cfcd208495d565ef66e7dff9f98764da, c81e728d9d4c2f636f067f89cc14862c cfcd208495d565ef66e7dff9f98764da a87ff679a2f3e71d9181a67b7542122c c9f0f895fb98ab9159f51fd0297e236d cfcd208495d565ef66e7dff9f98764da, ?"
"10, 16, 34, 70, 130, ?",220,"c4ca4238a0b923820dcc509a6f75849b cfcd208495d565ef66e7dff9f98764da, c4ca4238a0b923820dcc509a6f75849b 1679091c5a880faf6fb5e6087eb1b2dc, eccbc87e4b5ce2fe28308fd9f2a7baf3 a87ff679a2f3e71d9181a67b7542122c, 8f14e45fceea167a5a36dedd4bea2543 cfcd208495d565ef66e7dff9f98764da, c4ca4238a0b923820dcc509a6f75849b eccbc87e4b5ce2fe28308fd9f2a7baf3 cfcd208495d565ef66e7dff9f98764da, ?"
"135135, 12285, 1365, 195, ?, 13",39,"c4ca4238a0b923820dcc509a6f75849b eccbc87e4b5ce2fe28308fd9f2a7baf3 e4da3b7fbbce2345d7772b0674a318d5 c4ca4238a0b923820dcc509a6f75849b eccbc87e4b5ce2fe28308fd9f2a7baf3 e4da3b7fbbce2345d7772b0674a318d5, c4ca4238a0b923820dcc509a6f75849b c81e728d9d4c2f636f067f89cc14862c c81e728d9d4c2f636f067f89cc14862c c9f0f895fb98ab9159f51fd0297e236d e4da3b7fbbce2345d7772b0674a318d5, c4ca4238a0b923820dcc509a6f75849b eccbc87e4b5ce2fe28308fd9f2a7baf3 1679091c5a880faf6fb5e6087eb1b2dc e4da3b7fbbce2345d7772b0674a318d5, c4ca4238a0b923820dcc509a6f75849b 45c48cce2e2d7fbdea1afc51c7c6ad26 e4da3b7fbbce2345d7772b0674a318d5, ?, c4ca4238a0b923820dcc509a6f75849b eccbc87e4b5ce2fe28308fd9f2a7baf3"
"9, 13, 20, 36, 79, ?",203,"45c48cce2e2d7fbdea1afc51c7c6ad26, c4ca4238a0b923820dcc509a6f75849b eccbc87e4b5ce2fe28308fd9f2a7baf3, c81e728d9d4c2f636f067f89cc14862c cfcd208495d565ef66e7dff9f98764da, eccbc87e4b5ce2fe28308fd9f2a7baf3 1679091c5a880faf6fb5e6087eb1b2dc, 8f14e45fceea167a5a36dedd4bea2543 45c48cce2e2d7fbdea1afc51c7c6ad26, ?"
"7, 14, 28, 49, 77, ?",112,"8f14e45fceea167a5a36dedd4bea2543, c4ca4238a0b923820dcc509a6f75849b a87ff679a2f3e71d9181a67b7542122c, c81e728d9d4c2f636f067f89cc14862c c9f0f895fb98ab9159f51fd0297e236d, a87ff679a2f3e71d9181a67b7542122c 45c48cce2e2d7fbdea1afc51c7c6ad26, 8f14e45fceea167a5a36dedd4bea2543 8f14e45fceea167a5a36dedd4bea2543, ?"
"9, 6, 19, 14, 39, ?",30,"45c48cce2e2d7fbdea1afc51c7c6ad26, 1679091c5a880faf6fb5e6087eb1b2dc, c4ca4238a0b923820dcc509a6f75849b 45c48cce2e2d7fbdea1afc51c7c6ad26, c4ca4238a0b923820dcc509a6f75849b a87ff679a2f3e71d9181a67b7542122c, eccbc87e4b5ce2fe28308fd9f2a7baf3 45c48cce2e2d7fbdea1afc51c7c6ad26, ?"
"12, 38, 90, 194, 402, ?",818,"c4ca4238a0b923820dcc509a6f75849b c81e728d9d4c2f636f067f89cc14862c, eccbc87e4b5ce2fe28308fd9f2a7baf3 c9f0f895fb98ab9159f51fd0297e236d, 45c48cce2e2d7fbdea1afc51c7c6ad26 cfcd208495d565ef66e7dff9f98764da, c4ca4238a0b923820dcc509a6f75849b 45c48cce2e2d7fbdea1afc51c7c6ad26 a87ff679a2f3e71d9181a67b7542122c, a87ff679a2f3e71d9181a67b7542122c cfcd208495d565ef66e7dff9f98764da c81e728d9d4c2f636f067f89cc14862c, ?"
"18, 16, 29, 83, 327, ?",1629,"c4ca4238a0b923820dcc509a6f75849b c9f0f895fb98ab9159f51fd0297e236d, c4ca4238a0b923820dcc509a6f75849b 1679091c5a880faf6fb5e6087eb1b2dc, c81e728d9d4c2f636f067f89cc14862c 45c48cce2e2d7fbdea1afc51c7c6ad26, c9f0f895fb98ab9159f51fd0297e236d eccbc87e4b5ce2fe28308fd9f2a7baf3, eccbc87e4b5ce2fe28308fd9f2a7baf3 c81e728d9d4c2f636f067f89cc14862c 8f14e45fceea167a5a36dedd4bea2543, ?"
"8, 16, 36, 74, 136, 228, ?",356,"8, c4ca4238a0b923820dcc509a6f75849b 1679091c5a880faf6fb5e6087eb1b2dc, eccbc87e4b5ce2fe28308fd9f2a7baf3 1679091c5a880faf6fb5e6087eb1b2dc, 8f14e45fceea167a5a36dedd4bea2543 a87ff679a2f3e71d9181a67b7542122c, c4ca4238a0b923820dcc509a6f75849b eccbc87e4b5ce2fe28308fd9f2a7baf3 1679091c5a880faf6fb5e6087eb1b2dc, c81e728d9d4c2f636f067f89cc14862c c81e728d9d4c2f636f067f89cc14862c c9f0f895fb98ab9159f51fd0297e236d, ?"
